MaterialID,Topic
8,http://dbpedia.org/resource/College_of_Osteopathic_Medicine_of_the_Pacific
8,http://dbpedia.org/resource/Computer_science
8,http://dbpedia.org/resource/Software_engineering
8,http://dbpedia.org/resource/Main_Page
8,http://dbpedia.org/resource/Herman_and_Katnip
8,http://dbpedia.org/resource/World_Wide_Web_Consortium
8,http://dbpedia.org/resource/WordPress.com
8,http://dbpedia.org/resource/Data_integration
8,http://dbpedia.org/resource/Historical_fiction
8,http://dbpedia.org/resource/Semantic_Web
8,http://dbpedia.org/resource/The_Glass_Palace
8,http://dbpedia.org/resource/RDF_Schema
8,http://dbpedia.org/resource/Resource_Description_Framework
8,http://dbpedia.org/resource/Inheritance_(object-oriented_programming)
8,http://dbpedia.org/resource/Manning_Publications
8,http://dbpedia.org/resource/Ontology_language
8,http://dbpedia.org/resource/X86
8,http://dbpedia.org/resource/Logic_programming
8,http://dbpedia.org/resource/Sinclair_QL
8,http://dbpedia.org/resource/Negation
8,http://dbpedia.org/resource/Auteur
8,http://dbpedia.org/resource/Amsterdam
8,http://dbpedia.org/resource/DBpedia
8,http://dbpedia.org/resource/GeoNames
8,http://dbpedia.org/resource/Linked_data
8,http://dbpedia.org/resource/Symmetric_relation
8,http://dbpedia.org/resource/Transitive_relation
8,http://dbpedia.org/resource/Reflexive_relation
8,http://dbpedia.org/resource/Data_type
8,http://dbpedia.org/resource/Description_logic
8,http://dbpedia.org/resource/Logic
8,http://dbpedia.org/resource/Compact_space
8,http://dbpedia.org/resource/Mathematical_notation
8,http://dbpedia.org/resource/Poetry
8,http://dbpedia.org/resource/Ontology
8,http://dbpedia.org/resource/National_Cancer_Institute
8,http://dbpedia.org/resource/OBO_Foundry
8,http://dbpedia.org/resource/Gene_ontology
8,http://dbpedia.org/resource/Gene
8,http://dbpedia.org/resource/Protein
8,http://dbpedia.org/resource/UniProt
8,http://dbpedia.org/resource/BioPAX
8,http://dbpedia.org/resource/Biological_pathway
8,http://dbpedia.org/resource/Idiom
8,http://dbpedia.org/resource/Graph_database
8,http://dbpedia.org/resource/Currency
8,http://dbpedia.org/resource/Flickr
8,http://dbpedia.org/resource/Communication_protocol
8,http://dbpedia.org/resource/Semantic_triple
8,http://dbpedia.org/resource/SQL
8,http://dbpedia.org/resource/Berlin
8,http://dbpedia.org/resource/Heidelberg
8,http://dbpedia.org/resource/O'Reilly_Media
8,http://dbpedia.org/resource/AVG_AntiVirus
8,http://dbpedia.org/resource/MAX_Light_Rail
8,http://dbpedia.org/resource/United_States
8,http://dbpedia.org/resource/Integral
8,http://dbpedia.org/resource/URL
8,http://dbpedia.org/resource/Filtration
8,http://dbpedia.org/resource/English_language
